#JUST SAMPLE DATA

"BB1  1DP","BB1 1DP","199512","200208","3687","04278","E99999999","324","E06000008","E05011511","1","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063404","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368767","0427834","E00063404","E01012572","E02002621","E56000018","QE1"
"BB1  1DQ","BB1 1DQ","198001","","3689","04275","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE09","LSFE09","1","00EXMA","E00063407","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368934","0427583","E00063407","E01012572","E02002621","E56000018","QE1"
"BB1  1DR","BB1 1DR","198203","","3690","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063403","Q84","Y51","E01012575","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","369024","0427975","E00063403","E01012575","E02002621","E56000018","QE1"
"BB1  1DS","BB1 1DS","199612","","3687","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063404","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368748","0427925","E00063404","E01012572","E02002621","E56000018","QE1"
"BB1  1DT","BB1 1DT","198607","","3690","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063405","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","369002","0427931","E00063405","E01012572","E02002621","E56000018","QE1"
"BB1  1DU","BB1 1DU","198607","","3689","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063405","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368980","0427997","E00063405","E01012572","E02002621","E56000018","QE1"
"BB1  1DW","BB1 1DW","198203","","3690","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE06","LSFE06","1","00EXMA","E00063403","Q84","Y51","E01012575","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","369068","0427941","E00063403","E01012575","E02002621","E56000018","QE1"
"BB1  1DX","BB1 1DX","198203","200201","3685","04276","E99999999","324","E06000008","E05011511","1","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMQ","E00063672","Q84","Y51","E01012629","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368526","0427630","E00063672","E01012629","E02002620","E56000018","QE1"
"BB1  1DY","BB1 1DY","198803","","3688","04279","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMA","E00063404","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368856","0427918","E00063404","E01012572","E02002621","E56000018","QE1"
"BB1  1DZ","BB1 1DZ","198001","","3690","04277","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE08","LSFE08","1","00EXMA","E00063408","Q84","Y51","E01012572","5","E02002621","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","369063","0427748","E00063408","E01012572","E02002621","E56000018","QE1"
"BB1  1EA","BB1 1EA","199308","199906","3683","04277","E99999999","324","E06000008","E05011511","1","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE04","LSFE04","1","00EXMT","E00063733","Q84","Y51","E01012643","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368339","0427789","E00063733","E01012643","E02002620","E56000018","QE1"
"BB1  1EB","BB1 1EB","199201","","3686","04275","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE07","LSFE07","1","00EXMQ","E00063672","Q84","Y51","E01012629","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368657","0427511","E00063672","E01012629","E02002620","E56000018","QE1"
"BB1  1ED","BB1 1ED","199201","","3688","04275","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE10","LSFE10","1","00EXMQ","E00063672","Q84","Y51","E01012629","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368812","0427514","E00063672","E01012629","E02002620","E56000018","QE1"
"BB1  1EE","BB1 1EE","199201","","3688","04274","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE10","LSFE10","1","00EXMQ","E00063672","Q84","Y51","E01012629","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368830","0427478","E00063672","E01012629","E02002620","E56000018","QE1"
"BB1  1EF","BB1 1EF","199308","","3687","04273","E99999999","324","E06000008","E05011511","0","1","E92000001","Q31","E12000002","QCX","Y62","00Q","30UBFE10","LSFE10","1","00EXMQ","E00063677","Q84","Y51","E01012629","5","E02002620","N01","N51","Q13","5CC","Y42","E14000570","Y1701","TAP","368702","0427326","E00063677","E01012629","E02002620","E56000018","QE1"
